query,intent,entities
How do I complete KYC?,kyc_update,{}
Card not working,card_inquiry,{}
I want to change PIN,change_pin,{}
Order cheque book for my account,request_chequebook,{}
Show my account balance,check_balance,{}
Show me branch hours for Bengaluru,branch_locator,{'location': 'Bengaluru'}
What is my account balance as on 13/10/2023,check_balance,{'date': '13/10/2023'}
Stop cheque number 777406,stop_cheque,{'cheque_number': '777406'}
What is today's forex rate for USD?,forex_inquiry,{}
How do I get cashback on my card?,cashback_inquiry,{}
Update email id,update_details,{}
Withdraw 51216 from ATM,withdraw_money,{'amount': '51216'}
Transfer 2602 to account 643121853,transfer_money,"{'account_number': '643121853', 'amount': '2602'}"
Deposit 42234 to account 644841376,deposit_money,"{'account_number': '644841376', 'amount': '42234'}"
Where is the nearest branch?,branch_locator,{}
Update email id,update_details,{}
Deposit 98180 into my fd account,deposit_money,"{'account_type': 'fd', 'amount': '98180'}"
Pay my loan bill of ₹63514,pay_bill,"{'amount': '63514', 'bill_type': 'loan'}"
I want to dispute a transaction of 86348,dispute_transaction,{'amount': '86348'}
Add a beneficiary named Ankit account 985757441,beneficiary_add,"{'account_number': '985757441', 'person': 'Ankit'}"
Block my debit card,block_card,{}
Deposit salary of 74292,deposit_money,{'amount': '74292'}
Update email id,update_details,{}
Deposit ₹20942 to account 779987998,deposit_money,"{'account_number': '779987998', 'amount': '20942'}"
Show account statement for 15/01/2026,statement_request,{'date': '15/01/2026'}
Show me branch hours for Pune,branch_locator,{'location': 'Pune'}
Show balance of account 368011834,check_balance,{'account_number': '368011834'}
What is my account balance as on 13/04/2025,check_balance,{'date': '13/04/2025'}
Close my salary account,close_account,{'account_type': 'salary'}
Show account statement for 22/02/2026,statement_request,{'date': '22/02/2026'}
Update my KYC documents,kyc_update,{}
When is my EMI due?,loan_inquiry,{}
Add payee Simran account 558665427,beneficiary_add,"{'account_number': '558665427', 'person': 'Simran'}"
Convert 100 USD to INR,forex_inquiry,{}
Close fixed deposit account,close_account,{}
Close my nri account,close_account,{'account_type': 'nri'}
Update my KYC documents,kyc_update,{}
Deposit ₹8957 into my joint account,deposit_money,"{'account_type': 'joint', 'amount': '8957'}"
Show my account balance,check_balance,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
I want to dispute a transaction of 20769,dispute_transaction,{'amount': '20769'}
Add payee Simran account 514417444,beneficiary_add,"{'account_number': '514417444', 'person': 'Simran'}"
Check available funds in my joint account,check_balance,{'account_type': 'joint'}
Stop cheque number 501078,stop_cheque,{'cheque_number': '501078'}
Check cashback offers,cashback_inquiry,{}
Delete payee Teja,beneficiary_remove,{'person': 'Teja'}
Where is the nearest branch?,branch_locator,{}
Card not working,card_inquiry,{}
Update my address to Delhi,update_details,{'location': 'Delhi'}
"Thank you, goodbye",goodbye,{}
I want to withdraw 73309,withdraw_money,{'amount': '73309'}
There is an unauthorized transaction on my account,dispute_transaction,{}
What is the savings interest rate?,interest_rate,{}
"Thank you, goodbye",goodbye,{}
Open fixed deposit account,open_account,{}
Withdraw ₹14934 from ATM,withdraw_money,{'amount': '14934'}
Please stop cheque 146050,stop_cheque,{'cheque_number': '146050'}
Stop cheque number 841535,stop_cheque,{'cheque_number': '841535'}
Set up a standing instruction to pay rent of 73206 monthly,standing_instruction,{'amount': '73206'}
Update email id,update_details,{}
I want to withdraw 36829,withdraw_money,{'amount': '36829'}
See you later,goodbye,{}
Add payee Sahil account 747518242,beneficiary_add,"{'account_number': '747518242', 'person': 'Sahil'}"
Deposit 18372 into my savings account,deposit_money,"{'account_type': 'savings', 'amount': '18372'}"
How do I complete KYC?,kyc_update,{}
Set up a standing instruction to pay rent of 60555 monthly,standing_instruction,{'amount': '60555'}
Delete payee Rohan,beneficiary_remove,{'person': 'Rohan'}
"Forgot PIN, how to reset?",pin_reset,{}
Please stop cheque 272830,stop_cheque,{'cheque_number': '272830'}
Play music,out_of_scope,{}
Convert 100 USD to INR,forex_inquiry,{}
How do I complete KYC?,kyc_update,{}
Check my debit card limit,card_inquiry,{}
Check available funds in my nri account,check_balance,{'account_type': 'nri'}
I want to change PIN,change_pin,{}
I want information about education loan,loan_inquiry,{'loan_type': 'education'}
I want to dispute a transaction of ₹96730,dispute_transaction,{'amount': '96730'}
I want to withdraw 99687,withdraw_money,{'amount': '99687'}
Deposit 62232 into my fd account,deposit_money,"{'account_type': 'fd', 'amount': '62232'}"
Add a beneficiary named Isha account 268964985,beneficiary_add,"{'account_number': '268964985', 'person': 'Isha'}"
Show me branch hours for Kolkata,branch_locator,{'location': 'Kolkata'}
Close fixed deposit account,close_account,{}
Bye,goodbye,{}
Reset my ATM PIN,pin_reset,{}
How do I get cashback on my card?,cashback_inquiry,{}
How to apply for a personal loan?,loan_inquiry,{}
I want to dispute a transaction of 23305,dispute_transaction,{'amount': '23305'}
Change my debit card PIN,change_pin,{}
Transfer 94848 to account 891054883,transfer_money,"{'account_number': '891054883', 'amount': '94848'}"
Send 88089 to Irfan today,transfer_money,"{'amount': '88089', 'person': 'Irfan'}"
How to close my account?,close_account,{}
How do I complete KYC?,kyc_update,{}
Where is the nearest branch?,branch_locator,{}
Add payee Priya account 68815869,beneficiary_add,"{'account_number': '68815869', 'person': 'Priya'}"
Withdraw 48966 from my savings account,withdraw_money,"{'account_type': 'savings', 'amount': '48966'}"
Tell me my savings balance,check_balance,{}
What is the savings interest rate?,interest_rate,{}
Request a new chequebook,request_chequebook,{}
What is today's forex rate for USD?,forex_inquiry,{}
How can I open an account?,open_account,{}
I need my bank statement,statement_request,{}
How to apply for a personal loan?,loan_inquiry,{}
Card not working,card_inquiry,{}
What is the savings interest rate?,interest_rate,{}
What is today's forex rate for USD?,forex_inquiry,{}
Block my debit card,block_card,{}
What is today's forex rate for USD?,forex_inquiry,{}
End chat,goodbye,{}
Pay 75740 for gas,pay_bill,"{'amount': '75740', 'bill_type': 'gas'}"
Remove beneficiary Kabir,beneficiary_remove,{'person': 'Kabir'}
How can I open an account?,open_account,{}
I want to withdraw 55409,withdraw_money,{'amount': '55409'}
Reset my ATM PIN,pin_reset,{}
Withdraw 27554 from my checking account,withdraw_money,"{'account_type': 'checking', 'amount': '27554'}"
How can I open an account?,open_account,{}
Update email id,update_details,{}
Transfer 87516 to account 227297704,transfer_money,"{'account_number': '227297704', 'amount': '87516'}"
Close my savings account,close_account,{'account_type': 'savings'}
Block my debit card,block_card,{}
How do I complete KYC?,kyc_update,{}
I want information about personal loan,loan_inquiry,{'loan_type': 'personal'}
How to close my account?,close_account,{}
How do I get cashback on my card?,cashback_inquiry,{}
Set up a standing instruction to pay rent of 96412 monthly,standing_instruction,{'amount': '96412'}
Change my phone number,update_details,{}
See you later,goodbye,{}
Show balance of account 986899081,check_balance,{'account_number': '986899081'}
How do I complete KYC?,kyc_update,{}
Change my debit card PIN,change_pin,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
Show me branch hours for Nagpur,branch_locator,{'location': 'Nagpur'}
What is today's forex rate for USD?,forex_inquiry,{}
Request a new chequebook,request_chequebook,{}
Show my account balance,check_balance,{}
Tell me my savings balance,check_balance,{}
Check cashback offers,cashback_inquiry,{}
Check cashback offers,cashback_inquiry,{}
Block card ending with 8183,block_card,{'card_number': '8183'}
Play music,out_of_scope,{}
Transfer 44622 to account 392307332,transfer_money,"{'account_number': '392307332', 'amount': '44622'}"
Pay my loan bill of ₹57023,pay_bill,"{'amount': '57023', 'bill_type': 'loan'}"
"Forgot PIN, how to reset?",pin_reset,{}
Order cheque book for my account,request_chequebook,{}
How to close my account?,close_account,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
End chat,goodbye,{}
I want to change PIN,change_pin,{}
Add a beneficiary named Simran account 811579008,beneficiary_add,"{'account_number': '811579008', 'person': 'Simran'}"
"Forgot PIN, how to reset?",pin_reset,{}
Where is the nearest branch?,branch_locator,{}
Locate branch in Jaipur,branch_locator,{'location': 'Jaipur'}
Tell me FD rates,interest_rate,{}
I want to dispute a transaction of 18894,dispute_transaction,{'amount': '18894'}
Show my account balance,check_balance,{}
What is today's forex rate for USD?,forex_inquiry,{}
Open a new salary account,open_account,{'account_type': 'salary'}
Reset my ATM PIN,pin_reset,{}
Change my phone number,update_details,{}
Deposit ₹52792 into my salary account,deposit_money,"{'account_type': 'salary', 'amount': '52792'}"
How do I complete KYC?,kyc_update,{}
Withdraw 94597 from my nri account,withdraw_money,"{'account_type': 'nri', 'amount': '94597'}"
Remove beneficiary Sneha,beneficiary_remove,{'person': 'Sneha'}
Block card ending with 9494,block_card,{'card_number': '9494'}
Update my KYC documents,kyc_update,{}
Bye,goodbye,{}
What is the savings interest rate?,interest_rate,{}
Open fixed deposit account,open_account,{}
Withdraw 81017 from my fd account,withdraw_money,"{'account_type': 'fd', 'amount': '81017'}"
Close my rd account,close_account,{'account_type': 'rd'}
Where is the nearest branch?,branch_locator,{}
Tell me FD rates,interest_rate,{}
Request a new chequebook,request_chequebook,{}
I want to change PIN,change_pin,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
Add a beneficiary named Sneha account 204046387,beneficiary_add,"{'account_number': '204046387', 'person': 'Sneha'}"
Show loan interest rates,loan_inquiry,{}
Add payee Tanvi account 874433622,beneficiary_add,"{'account_number': '874433622', 'person': 'Tanvi'}"
Order cheque book for my account,request_chequebook,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
Check my debit card limit,card_inquiry,{}
Stop cheque number 449555,stop_cheque,{'cheque_number': '449555'}
What is the savings interest rate?,interest_rate,{}
Request a new chequebook,request_chequebook,{}
Open a new checking account,open_account,{'account_type': 'checking'}
Show account statement for 24/09/2023,statement_request,{'date': '24/09/2023'}
Request a new chequebook,request_chequebook,{}
Set up a standing instruction to pay rent of 89792 monthly,standing_instruction,{'amount': '89792'}
Check cashback offers,cashback_inquiry,{}
See you later,goodbye,{}
Card not working,card_inquiry,{}
I want information about car loan,loan_inquiry,{'loan_type': 'car'}
Transfer 98469 to account 731990933,transfer_money,"{'account_number': '731990933', 'amount': '98469'}"
Update email id,update_details,{}
Pay my water bill of ₹86524,pay_bill,"{'amount': '86524', 'bill_type': 'water'}"
Check cashback offers,cashback_inquiry,{}
Order cheque book for my account,request_chequebook,{}
Update my KYC documents,kyc_update,{}
Pay 36004 for electricity,pay_bill,"{'amount': '36004', 'bill_type': 'electricity'}"
How do I complete KYC?,kyc_update,{}
Reset my ATM PIN,pin_reset,{}
Update my KYC documents,kyc_update,{}
Close fixed deposit account,close_account,{}
Translate hello,out_of_scope,{}
Tell me about my credit card status,card_inquiry,{}
Send me last 6 months statement,statement_request,{}
Update my address to Kolkata,update_details,{'location': 'Kolkata'}
Pay rent bill 9974 on 01/08/2026,pay_bill,"{'amount': '9974', 'date': '01/08/2026', 'bill_type': 'rent'}"
Pay internet bill 45020 on 19/01/2025,pay_bill,"{'amount': '45020', 'date': '19/01/2025', 'bill_type': 'internet'}"
Show account statement for 18/05/2023,statement_request,{'date': '18/05/2023'}
Show account statement for 04/04/2024,statement_request,{'date': '04/04/2024'}
Send me last 6 months statement,statement_request,{}
How to apply for a personal loan?,loan_inquiry,{}
How can I open an account?,open_account,{}
Tell me my savings balance,check_balance,{}
Change my phone number,update_details,{}
How do I complete KYC?,kyc_update,{}
Please stop cheque 927659,stop_cheque,{'cheque_number': '927659'}
Send me last 6 months statement,statement_request,{}
I want to dispute a transaction of ₹9401,dispute_transaction,{'amount': '9401'}
Close fixed deposit account,close_account,{}
Card not working,card_inquiry,{}
Pay 99691 for subscription,pay_bill,"{'amount': '99691', 'bill_type': 'subscription'}"
Remove beneficiary Isha,beneficiary_remove,{'person': 'Isha'}
Set up a standing instruction to pay rent of 82396 monthly,standing_instruction,{'amount': '82396'}
Close fixed deposit account,close_account,{}
Deposit 79343 to account 655799323,deposit_money,"{'account_number': '655799323', 'amount': '79343'}"
Pay my credit_card bill of ₹31457,pay_bill,"{'amount': '31457', 'bill_type': 'credit_card'}"
I want to dispute a transaction of 88625,dispute_transaction,{'amount': '88625'}
I want to dispute a transaction of 60894,dispute_transaction,{'amount': '60894'}
How do I get cashback on my card?,cashback_inquiry,{}
Block card ending with 6248,block_card,{'card_number': '6248'}
Translate hello,out_of_scope,{}
Open fixed deposit account,open_account,{}
Tell me about my credit card status,card_inquiry,{}
"I lost my card, block it immediately",block_card,{}
Add payee Simran account 447676960,beneficiary_add,"{'account_number': '447676960', 'person': 'Simran'}"
What is today's forex rate for USD?,forex_inquiry,{}
Check cashback offers,cashback_inquiry,{}
Send me last 6 months statement,statement_request,{}
"Forgot PIN, how to reset?",pin_reset,{}
Change my debit card PIN,change_pin,{}
Create standing instruction for EMI,standing_instruction,{}
Convert 100 USD to INR,forex_inquiry,{}
"Forgot PIN, how to reset?",pin_reset,{}
Tell me my savings balance,check_balance,{}
I want to dispute a transaction of 38108,dispute_transaction,{'amount': '38108'}
I want information about car loan,loan_inquiry,{'loan_type': 'car'}
I want information about education loan,loan_inquiry,{'loan_type': 'education'}
Create standing instruction for EMI,standing_instruction,{}
Deposit 31079 into my nri account,deposit_money,"{'account_type': 'nri', 'amount': '31079'}"
I want to change PIN,change_pin,{}
Remove beneficiary Isha,beneficiary_remove,{'person': 'Isha'}
Block card ending with 5921,block_card,{'card_number': '5921'}
How do I get cashback on my card?,cashback_inquiry,{}
Reset my ATM PIN,pin_reset,{}
Add a beneficiary named Suman account 485253343,beneficiary_add,"{'account_number': '485253343', 'person': 'Suman'}"
What is the savings interest rate?,interest_rate,{}
Please stop cheque 516983,stop_cheque,{'cheque_number': '516983'}
Pay 99204 for mobile,pay_bill,"{'amount': '99204', 'bill_type': 'mobile'}"
How to apply for a personal loan?,loan_inquiry,{}
Create standing instruction for EMI,standing_instruction,{}
Request a new chequebook,request_chequebook,{}
Send ₹9355 to Tanvi today,transfer_money,"{'amount': '9355', 'person': 'Tanvi'}"
Request a new chequebook,request_chequebook,{}
Check my debit card limit,card_inquiry,{}
Find branch near Chennai,branch_locator,{'location': 'Chennai'}
See you later,goodbye,{}
Set up a standing instruction to pay rent of 47824 monthly,standing_instruction,{'amount': '47824'}
Pay internet bill ₹29516 on 19/08/2026,pay_bill,"{'amount': '29516', 'date': '19/08/2026', 'bill_type': 'internet'}"
Delete payee Kabir,beneficiary_remove,{'person': 'Kabir'}
There is an unauthorized transaction on my account,dispute_transaction,{}
Change my phone number,update_details,{}
How do I get cashback on my card?,cashback_inquiry,{}
How to apply for a personal loan?,loan_inquiry,{}
Close fixed deposit account,close_account,{}
Show balance of account 839886620,check_balance,{'account_number': '839886620'}
Block my debit card,block_card,{}
Send 65261 to Tanvi today,transfer_money,"{'amount': '65261', 'person': 'Tanvi'}"
Please transfer 10332 to Irfan's account 667739743,transfer_money,"{'account_number': '667739743', 'amount': '10332', 'person': 'Irfan'}"
Tell me my savings balance,check_balance,{}
Deactivate my credit card now,block_card,{}
Send me last 6 months statement,statement_request,{}
Order cheque book for my account,request_chequebook,{}
Update my KYC documents,kyc_update,{}
How do I get cashback on my card?,cashback_inquiry,{}
Update email id,update_details,{}
Show account statement for 30/12/2025,statement_request,{'date': '30/12/2025'}
I want to dispute a transaction of 57973,dispute_transaction,{'amount': '57973'}
Show my account balance,check_balance,{}
Open a new salary account,open_account,{'account_type': 'salary'}
Withdraw 98503 from my checking account,withdraw_money,"{'account_type': 'checking', 'amount': '98503'}"
Send me last 6 months statement,statement_request,{}
Change my debit card PIN,change_pin,{}
Show balance of account 544920454,check_balance,{'account_number': '544920454'}
I need my bank statement,statement_request,{}
Change my debit card PIN,change_pin,{}
Check cashback offers,cashback_inquiry,{}
Open fixed deposit account,open_account,{}
Deposit 56032 into my joint account,deposit_money,"{'account_type': 'joint', 'amount': '56032'}"
What's the weather today?,out_of_scope,{}
I want information about car loan,loan_inquiry,{'loan_type': 'car'}
I want to withdraw 53686,withdraw_money,{'amount': '53686'}
Create standing instruction for EMI,standing_instruction,{}
Where is the nearest branch?,branch_locator,{}
Withdraw 11557 from ATM,withdraw_money,{'amount': '11557'}
Card not working,card_inquiry,{}
Convert 100 USD to INR,forex_inquiry,{}
Stop cheque number 604098,stop_cheque,{'cheque_number': '604098'}
I want to change PIN,change_pin,{}
Convert 100 USD to INR,forex_inquiry,{}
Please transfer 78154 to Isha's account 68222356,transfer_money,"{'account_number': '68222356', 'amount': '78154', 'person': 'Isha'}"
Convert 100 USD to INR,forex_inquiry,{}
Delete payee Kabir,beneficiary_remove,{'person': 'Kabir'}
Add payee Simran account 942037960,beneficiary_add,"{'account_number': '942037960', 'person': 'Simran'}"
Please stop cheque 903531,stop_cheque,{'cheque_number': '903531'}
What is today's forex rate for USD?,forex_inquiry,{}
Delete payee Teja,beneficiary_remove,{'person': 'Teja'}
Request a new chequebook,request_chequebook,{}
Show balance of account 174772655,check_balance,{'account_number': '174772655'}
I want to dispute a transaction of ₹50921,dispute_transaction,{'amount': '50921'}
Order cheque book for my account,request_chequebook,{}
Delete payee Karan,beneficiary_remove,{'person': 'Karan'}
Check my debit card limit,card_inquiry,{}
I want to withdraw 96513,withdraw_money,{'amount': '96513'}
Tell me a joke,out_of_scope,{}
Transfer ₹23536 on 26/12/2026 to account 379436514,transfer_money,"{'account_number': '379436514', 'amount': '23536', 'date': '26/12/2026'}"
Transfer ₹26193 on 09/08/2026 to account 411269527,transfer_money,"{'account_number': '411269527', 'amount': '26193', 'date': '09/08/2026'}"
Please stop cheque 811875,stop_cheque,{'cheque_number': '811875'}
What's the weather today?,out_of_scope,{}
Send 96303 to Vikram today,transfer_money,"{'amount': '96303', 'person': 'Vikram'}"
How to close my account?,close_account,{}
Open a new savings account,open_account,{'account_type': 'savings'}
Check cashback offers,cashback_inquiry,{}
Open fixed deposit account,open_account,{}
Block my debit card,block_card,{}
Convert 100 USD to INR,forex_inquiry,{}
Deposit 70735 to account 139949527,deposit_money,"{'account_number': '139949527', 'amount': '70735'}"
Delete payee Rahul,beneficiary_remove,{'person': 'Rahul'}
Card not working,card_inquiry,{}
How do I get cashback on my card?,cashback_inquiry,{}
Pay my mobile bill of 74741,pay_bill,"{'amount': '74741', 'bill_type': 'mobile'}"
Open fixed deposit account,open_account,{}
Update email id,update_details,{}
Show me branch hours for Bengaluru,branch_locator,{'location': 'Bengaluru'}
What is my account balance as on 18/02/2026,check_balance,{'date': '18/02/2026'}
Show account statement for 12/09/2024,statement_request,{'date': '12/09/2024'}
Withdraw ₹87258 from ATM,withdraw_money,{'amount': '87258'}
Close fixed deposit account,close_account,{}
How do I get cashback on my card?,cashback_inquiry,{}
Tell me FD rates,interest_rate,{}
Set up a standing instruction to pay rent of 26220 monthly,standing_instruction,{'amount': '26220'}
Set up a standing instruction to pay rent of 31772 monthly,standing_instruction,{'amount': '31772'}
Convert 100 USD to INR,forex_inquiry,{}
Locate branch in Thane,branch_locator,{'location': 'Thane'}
Show account statement for 26/12/2025,statement_request,{'date': '26/12/2025'}
Show my recent card transactions,card_inquiry,{}
Reset my ATM PIN,pin_reset,{}
How do I complete KYC?,kyc_update,{}
Order cheque book for my account,request_chequebook,{}
Remove beneficiary Neha,beneficiary_remove,{'person': 'Neha'}
Open fixed deposit account,open_account,{}
Show account statement for 28/10/2026,statement_request,{'date': '28/10/2026'}
Tell me about my credit card status,card_inquiry,{}
Convert 100 USD to INR,forex_inquiry,{}
I need my bank statement,statement_request,{}
Remove beneficiary Irfan,beneficiary_remove,{'person': 'Irfan'}
How do I get cashback on my card?,cashback_inquiry,{}
"Forgot PIN, how to reset?",pin_reset,{}
When is my EMI due?,loan_inquiry,{}
Set up a standing instruction to pay rent of ₹96304 monthly,standing_instruction,{'amount': '96304'}
Reset my ATM PIN,pin_reset,{}
Set up a standing instruction to pay rent of 90242 monthly,standing_instruction,{'amount': '90242'}
I want to change PIN,change_pin,{}
I need my bank statement,statement_request,{}
I need my bank statement,statement_request,{}
How to close my account?,close_account,{}
What is today's forex rate for USD?,forex_inquiry,{}
Remove beneficiary Kavita,beneficiary_remove,{'person': 'Kavita'}
What is today's forex rate for USD?,forex_inquiry,{}
I want to change PIN,change_pin,{}
Add payee Neha account 913828435,beneficiary_add,"{'account_number': '913828435', 'person': 'Neha'}"
Check cashback offers,cashback_inquiry,{}
Convert 100 USD to INR,forex_inquiry,{}
Please transfer 95723 to Sneha's account 997423271,transfer_money,"{'account_number': '997423271', 'amount': '95723', 'person': 'Sneha'}"
Stop cheque number 646174,stop_cheque,{'cheque_number': '646174'}
"Thank you, goodbye",goodbye,{}
Tell me FD rates,interest_rate,{}
Where is the nearest branch?,branch_locator,{}
What's the weather today?,out_of_scope,{}
Update my address to Dadar,update_details,{'location': 'Dadar'}
Close my salary account,close_account,{'account_type': 'salary'}
Tell me FD rates,interest_rate,{}
I want to change PIN,change_pin,{}
Add a beneficiary named Kabir account 243446246,beneficiary_add,"{'account_number': '243446246', 'person': 'Kabir'}"
I want to dispute a transaction of ₹83395,dispute_transaction,{'amount': '83395'}
"Forgot PIN, how to reset?",pin_reset,{}
Please stop cheque 396635,stop_cheque,{'cheque_number': '396635'}
Remove beneficiary Priya,beneficiary_remove,{'person': 'Priya'}
Please transfer ₹42545 to Ankit's account 343651906,transfer_money,"{'account_number': '343651906', 'amount': '42545', 'person': 'Ankit'}"
Transfer 21456 on 30/03/2025 to account 279907048,transfer_money,"{'account_number': '279907048', 'amount': '21456', 'date': '30/03/2025'}"
Where is the nearest branch?,branch_locator,{}
Deposit 57423 to account 260170777,deposit_money,"{'account_number': '260170777', 'amount': '57423'}"
"Forgot PIN, how to reset?",pin_reset,{}
Show me branch hours for Mumbai,branch_locator,{'location': 'Mumbai'}
What is the savings interest rate?,interest_rate,{}
Bye,goodbye,{}
Open a new checking account,open_account,{'account_type': 'checking'}
Add payee Irfan account 507249833,beneficiary_add,"{'account_number': '507249833', 'person': 'Irfan'}"
Withdraw ₹44070 from ATM,withdraw_money,{'amount': '44070'}
Transfer ₹24150 on 02/12/2025 to account 564148658,transfer_money,"{'account_number': '564148658', 'amount': '24150', 'date': '02/12/2025'}"
Stop cheque number 191876,stop_cheque,{'cheque_number': '191876'}
How to close my account?,close_account,{}
Change my debit card PIN,change_pin,{}
Create standing instruction for EMI,standing_instruction,{}
Create standing instruction for EMI,standing_instruction,{}
Update my address to Bengaluru,update_details,{'location': 'Bengaluru'}
Withdraw 54543 from my nri account,withdraw_money,"{'account_type': 'nri', 'amount': '54543'}"
Show account statement for 16/06/2026,statement_request,{'date': '16/06/2026'}
When is my EMI due?,loan_inquiry,{}
What is the savings interest rate?,interest_rate,{}
Add payee Tanvi account 592000078,beneficiary_add,"{'account_number': '592000078', 'person': 'Tanvi'}"
Transfer 12672 on 10/07/2025 to account 511690307,transfer_money,"{'account_number': '511690307', 'amount': '12672', 'date': '10/07/2025'}"
Stop cheque number 186702,stop_cheque,{'cheque_number': '186702'}
I want to dispute a transaction of 41939,dispute_transaction,{'amount': '41939'}
Convert 100 USD to INR,forex_inquiry,{}
Send me last 6 months statement,statement_request,{}
Update email id,update_details,{}
How do I get cashback on my card?,cashback_inquiry,{}
Tell me FD rates,interest_rate,{}
Please stop cheque 412974,stop_cheque,{'cheque_number': '412974'}
Delete payee Karan,beneficiary_remove,{'person': 'Karan'}
Check cashback offers,cashback_inquiry,{}
How do I get cashback on my card?,cashback_inquiry,{}
Open a new rd account,open_account,{'account_type': 'rd'}
Add a beneficiary named Rahul account 897876344,beneficiary_add,"{'account_number': '897876344', 'person': 'Rahul'}"
How do I get cashback on my card?,cashback_inquiry,{}
Set up a standing instruction to pay rent of 8905 monthly,standing_instruction,{'amount': '8905'}
Deactivate my credit card now,block_card,{}
Show account statement for 24/08/2023,statement_request,{'date': '24/08/2023'}
Tell me a joke,out_of_scope,{}
Set up a standing instruction to pay rent of ₹37651 monthly,standing_instruction,{'amount': '37651'}
Pay water bill 91881 on 13/01/2025,pay_bill,"{'amount': '91881', 'date': '13/01/2025', 'bill_type': 'water'}"
Check cashback offers,cashback_inquiry,{}
Play music,out_of_scope,{}
How can I open an account?,open_account,{}
Change my phone number,update_details,{}
Order cheque book for my account,request_chequebook,{}
Pay water bill 89312 on 01/05/2025,pay_bill,"{'amount': '89312', 'date': '01/05/2025', 'bill_type': 'water'}"
Please stop cheque 381802,stop_cheque,{'cheque_number': '381802'}
Close fixed deposit account,close_account,{}
Pay rent bill 50582 on 17/12/2026,pay_bill,"{'amount': '50582', 'date': '17/12/2026', 'bill_type': 'rent'}"
Add payee Irfan account 70208580,beneficiary_add,"{'account_number': '70208580', 'person': 'Irfan'}"
Change my debit card PIN,change_pin,{}
"Forgot PIN, how to reset?",pin_reset,{}
When is my EMI due?,loan_inquiry,{}
Reset my ATM PIN,pin_reset,{}
Request a new chequebook,request_chequebook,{}
Block card ending with 9327,block_card,{'card_number': '9327'}
Send me last 6 months statement,statement_request,{}
Update email id,update_details,{}
Deposit salary of 61744,deposit_money,{'amount': '61744'}
Block my debit card,block_card,{}
Transfer 36550 on 02/10/2026 to account 76092500,transfer_money,"{'account_number': '76092500', 'amount': '36550', 'date': '02/10/2026'}"
Withdraw 88756 from ATM,withdraw_money,{'amount': '88756'}
Create standing instruction for EMI,standing_instruction,{}
Transfer 86590 on 02/01/2023 to account 5475610,transfer_money,"{'account_number': '5475610', 'amount': '86590', 'date': '02/01/2023'}"
Delete payee Sneha,beneficiary_remove,{'person': 'Sneha'}
What's the weather today?,out_of_scope,{}
Update my KYC documents,kyc_update,{}
Show my recent card transactions,card_inquiry,{}
Card not working,card_inquiry,{}
Pay my credit_card bill of 32687,pay_bill,"{'amount': '32687', 'bill_type': 'credit_card'}"
Show my account balance,check_balance,{}
Add a beneficiary named Ankit account 176926378,beneficiary_add,"{'account_number': '176926378', 'person': 'Ankit'}"
Update my address to Thane,update_details,{'location': 'Thane'}
Deposit salary of 98598,deposit_money,{'amount': '98598'}
Order cheque book for my account,request_chequebook,{}
How do I complete KYC?,kyc_update,{}
Withdraw 91314 from ATM,withdraw_money,{'amount': '91314'}
Deposit 12248 into my rd account,deposit_money,"{'account_type': 'rd', 'amount': '12248'}"
Order cheque book for my account,request_chequebook,{}
Show loan interest rates,loan_inquiry,{}
Please stop cheque 449718,stop_cheque,{'cheque_number': '449718'}
Stop cheque number 629057,stop_cheque,{'cheque_number': '629057'}
Reset my ATM PIN,pin_reset,{}
Add payee Priya account 811604694,beneficiary_add,"{'account_number': '811604694', 'person': 'Priya'}"
Change my debit card PIN,change_pin,{}
Stop cheque number 425226,stop_cheque,{'cheque_number': '425226'}
Check cashback offers,cashback_inquiry,{}
Check my debit card limit,card_inquiry,{}
Check available funds in my savings account,check_balance,{'account_type': 'savings'}
Convert 100 USD to INR,forex_inquiry,{}
Pay mobile bill 49576 on 04/09/2026,pay_bill,"{'amount': '49576', 'date': '04/09/2026', 'bill_type': 'mobile'}"
Please stop cheque 915922,stop_cheque,{'cheque_number': '915922'}
Show my recent card transactions,card_inquiry,{}
Check available funds in my rd account,check_balance,{'account_type': 'rd'}
How to close my account?,close_account,{}
How to apply for a personal loan?,loan_inquiry,{}
Update my KYC documents,kyc_update,{}
How to apply for a personal loan?,loan_inquiry,{}
Update my KYC documents,kyc_update,{}
Delete payee Suman,beneficiary_remove,{'person': 'Suman'}
Update my KYC documents,kyc_update,{}
Set up a standing instruction to pay rent of 73392 monthly,standing_instruction,{'amount': '73392'}
What is today's forex rate for USD?,forex_inquiry,{}
Update my address to Dadar,update_details,{'location': 'Dadar'}
How do I get cashback on my card?,cashback_inquiry,{}
Show my account balance,check_balance,{}
Show my account balance,check_balance,{}
Show me branch hours for Nagpur,branch_locator,{'location': 'Nagpur'}
Convert 100 USD to INR,forex_inquiry,{}
Open YouTube,out_of_scope,{}
Show balance of account 174658506,check_balance,{'account_number': '174658506'}
What is the savings interest rate?,interest_rate,{}
I want to withdraw 47273,withdraw_money,{'amount': '47273'}
